timestamp,resource_type,priority,system_load,available_resources,queue_length,user_role,duration,success,resource_id,predicted_load,allocation_time
2026-01-02 11:26:00,CPU,High,76,11,16,user,33,0,CPU-Node-22,100,458
2026-01-02 11:28:00,CPU,High,82,1,17,user,34,0,CPU-Node-2,100,465
2026-01-02 11:30:00,CPU,High,83,4,15,user,18,1,CPU-Node-40,100,457
2026-01-02 11:32:00,CPU,Low,77,6,18,user,36,0,CPU-Node-23,100,506
2026-01-02 11:34:00,CPU,Medium,70,10,10,user,35,1,CPU-Node-35,85,296
2026-01-02 11:36:00,CPU,Low,81,3,21,user,38,0,CPU-Node-50,100,541
2026-01-02 11:38:00,GPU,Low,76,2,13,user,34,1,GPU-Node-41,100,418
2026-01-02 11:40:00,GPU,Low,81,1,8,admin,19,1,GPU-Node-26,89,330
2026-01-02 11:42:00,CPU,High,76,6,13,user,35,1,CPU-Node-37,97,412
2026-01-02 11:44:00,CPU,High,93,10,14,user,19,1,CPU-Node-24,100,445
2026-01-02 11:46:00,GPU,Medium,66,3,11,user,27,1,GPU-Node-21,81,359
2026-01-02 11:48:00,CPU,Medium,85,7,17,user,41,0,CPU-Node-36,100,485
2026-01-02 11:50:00,GPU,Low,70,2,14,user,20,1,GPU-Node-21,96,409
2026-01-02 11:52:00,GPU,High,80,2,18,user,31,0,GPU-Node-33,100,492
2026-01-02 11:54:00,CPU,High,67,11,16,user,35,0,CPU-Node-48,94,403
2026-01-02 11:56:00,CPU,Medium,88,4,12,user,17,1,CPU-Node-33,100,411
2026-01-02 11:58:00,CPU,Low,71,6,10,user,35,1,CPU-Node-28,86,314
2026-01-02 12:00:00,CPU,Medium,87,7,13,user,6,1,CPU-Node-46,100,420
2026-01-02 12:02:00,GPU,Low,63,1,11,user,49,1,GPU-Node-24,84,355
2026-01-02 12:04:00,CPU,Low,90,8,15,user,23,1,CPU-Node-38,100,443
2026-01-02 12:06:00,CPU,High,66,6,10,user,33,1,CPU-Node-18,89,291
2026-01-02 12:08:00,GPU,Medium,90,1,8,user,12,0,GPU-Node-38,100,365
2026-01-02 12:10:00,GPU,Low,67,0,12,admin,28,0,GPU-Node-32,87,344
2026-01-02 12:12:00,GPU,High,75,2,17,user,31,0,GPU-Node-31,100,434
2026-01-02 12:14:00,CPU,Medium,74,8,15,user,29,1,CPU-Node-33,100,430
2026-01-02 12:16:00,GPU,High,67,3,6,user,32,1,GPU-Node-7,73,290
2026-01-02 12:18:00,GPU,High,81,1,16,user,34,0,GPU-Node-17,100,470
2026-01-02 12:20:00,CPU,Medium,85,5,18,user,32,0,CPU-Node-26,100,480
2026-01-02 12:22:00,CPU,Medium,83,9,15,user,25,1,CPU-Node-11,100,437
2026-01-02 12:24:00,CPU,Low,67,7,12,user,33,1,CPU-Node-32,92,377
2026-01-02 12:26:00,GPU,Low,72,3,14,user,59,1,GPU-Node-3,100,399
2026-01-02 12:28:00,GPU,Low,57,1,13,user,10,1,GPU-Node-10,85,383
2026-01-02 12:30:00,CPU,Low,80,2,16,admin,23,0,CPU-Node-36,100,446
2026-01-02 12:32:00,GPU,Low,81,0,13,user,22,0,GPU-Node-1,100,361
2026-01-02 12:34:00,CPU,High,86,9,20,user,44,0,CPU-Node-46,100,534
2026-01-02 12:36:00,CPU,Medium,75,11,17,user,30,0,CPU-Node-31,100,477
2026-01-02 12:38:00,CPU,Low,78,6,15,user,30,1,CPU-Node-24,99,418
2026-01-02 12:40:00,CPU,Medium,71,10,15,user,31,1,CPU-Node-28,100,409
2026-01-02 12:42:00,CPU,Low,72,10,17,admin,36,0,CPU-Node-20,100,476
2026-01-02 12:44:00,GPU,Medium,86,2,17,user,16,0,GPU-Node-49,100,487
2026-01-02 12:46:00,CPU,High,68,1,12,user,25,1,CPU-Node-6,96,336
2026-01-02 12:48:00,CPU,High,60,10,5,user,28,1,CPU-Node-38,69,253
2026-01-02 12:50:00,GPU,Medium,82,3,18,user,33,0,GPU-Node-28,100,500
2026-01-02 12:52:00,CPU,Medium,60,5,6,user,14,1,CPU-Node-41,74,261
2026-01-02 12:54:00,CPU,High,69,6,13,user,49,1,CPU-Node-11,88,355
2026-01-02 12:56:00,CPU,Medium,76,7,18,user,5,0,CPU-Node-14,100,495
2026-01-02 12:58:00,CPU,Medium,76,4,18,user,36,0,CPU-Node-31,100,455
2026-01-02 13:00:00,GPU,Low,63,2,10,admin,28,1,GPU-Node-29,89,303
2026-01-02 13:02:00,GPU,Low,71,2,15,user,31,1,GPU-Node-1,100,402
2026-01-02 13:04:00,GPU,Low,67,2,16,user,42,0,GPU-Node-46,100,423
2026-01-02 13:06:00,CPU,Medium,74,4,13,user,28,1,CPU-Node-9,100,405
2026-01-02 13:08:00,CPU,Low,67,10,17,user,19,0,CPU-Node-49,98,458
2026-01-02 13:10:00,GPU,Low,86,1,15,admin,31,0,GPU-Node-3,100,457
2026-01-02 13:12:00,GPU,High,68,1,15,admin,43,1,GPU-Node-33,100,422
2026-01-02 13:14:00,GPU,High,60,2,9,user,38,1,GPU-Node-26,77,287
2026-01-02 13:16:00,GPU,Medium,78,2,13,user,18,1,GPU-Node-42,100,382
2026-01-02 13:18:00,GPU,High,79,2,15,user,23,1,GPU-Node-44,100,421
2026-01-02 13:20:00,GPU,Low,68,0,16,user,32,0,GPU-Node-22,100,419
2026-01-02 13:22:00,CPU,High,82,6,13,user,18,1,CPU-Node-3,100,428
2026-01-02 13:24:00,GPU,High,77,1,13,user,26,1,GPU-Node-29,100,399
2026-01-02 13:26:00,GPU,High,85,2,19,user,40,0,GPU-Node-24,100,518
2026-01-02 13:28:00,GPU,Medium,85,2,24,user,32,0,GPU-Node-47,100,596
2026-01-02 13:30:00,CPU,Medium,67,4,13,admin,35,1,CPU-Node-6,87,400
2026-01-02 13:32:00,CPU,High,78,9,14,user,15,1,CPU-Node-17,96,452
2026-01-02 13:34:00,CPU,Low,72,8,17,user,25,0,CPU-Node-3,100,447
2026-01-02 13:36:00,CPU,High,82,8,15,user,48,1,CPU-Node-46,100,453
2026-01-02 13:38:00,GPU,Medium,55,2,9,user,34,1,GPU-Node-19,76,318
2026-01-02 13:40:00,GPU,High,80,0,18,user,26,0,GPU-Node-38,100,512
2026-01-02 13:42:00,CPU,High,48,4,12,user,36,1,CPU-Node-10,71,278
2026-01-02 13:44:00,CPU,Low,67,9,11,user,57,1,CPU-Node-49,86,336
2026-01-02 13:46:00,CPU,Medium,79,8,17,user,40,0,CPU-Node-8,100,471
2026-01-02 13:48:00,GPU,Medium,84,1,16,user,26,0,GPU-Node-19,100,460
2026-01-02 13:50:00,CPU,Low,82,9,16,user,52,0,CPU-Node-17,100,432
2026-01-02 13:52:00,CPU,High,64,11,12,user,28,1,CPU-Node-10,76,381
2026-01-02 13:54:00,CPU,Medium,66,5,12,user,13,1,CPU-Node-15,90,372
2026-01-02 13:56:00,CPU,Medium,95,2,20,user,24,0,CPU-Node-47,100,553
2026-01-02 13:58:00,CPU,Medium,66,3,8,user,18,1,CPU-Node-46,86,312
2026-01-02 14:00:00,GPU,Medium,68,1,11,user,17,1,GPU-Node-13,90,364
2026-01-02 14:02:00,CPU,High,55,2,15,user,20,1,CPU-Node-27,88,397
2026-01-02 14:04:00,GPU,High,83,1,15,user,36,1,GPU-Node-49,100,462
2026-01-02 14:06:00,CPU,Medium,70,9,17,user,21,0,CPU-Node-18,98,442
2026-01-02 14:08:00,CPU,Low,90,8,21,user,35,0,CPU-Node-4,100,553
2026-01-02 14:10:00,CPU,High,75,12,19,user,55,0,CPU-Node-11,100,479
2026-01-02 14:12:00,CPU,High,82,10,18,admin,36,1,CPU-Node-28,100,489
2026-01-02 14:14:00,GPU,High,66,1,9,user,19,1,GPU-Node-3,79,336
2026-01-02 14:16:00,CPU,Medium,65,12,14,admin,35,1,CPU-Node-14,97,409
2026-01-02 14:18:00,CPU,Medium,84,9,19,user,36,0,CPU-Node-15,100,490
2026-01-02 14:20:00,CPU,Low,70,2,16,user,15,0,CPU-Node-27,100,432
2026-01-02 14:22:00,CPU,Low,77,5,19,user,33,0,CPU-Node-7,100,492
2026-01-02 14:24:00,GPU,Medium,65,2,10,user,38,1,GPU-Node-32,78,327
2026-01-02 14:26:00,CPU,High,91,5,21,user,42,0,CPU-Node-2,100,535
2026-01-02 14:28:00,CPU,Medium,76,9,18,user,27,0,CPU-Node-5,94,515
2026-01-02 14:30:00,GPU,Medium,74,3,12,user,23,1,GPU-Node-11,99,371
2026-01-02 14:32:00,CPU,Medium,63,9,12,user,20,1,CPU-Node-10,88,345
2026-01-02 14:34:00,GPU,Low,62,3,14,user,23,1,GPU-Node-29,85,367
2026-01-02 14:36:00,GPU,High,76,3,9,user,40,1,GPU-Node-4,91,324
2026-01-02 14:38:00,CPU,Medium,71,11,14,admin,28,1,CPU-Node-44,100,423
2026-01-02 14:40:00,CPU,Low,67,5,20,user,40,0,CPU-Node-46,100,513
2026-01-02 14:42:00,CPU,Medium,79,10,13,user,44,1,CPU-Node-5,100,368
2026-01-02 14:44:00,CPU,Medium,79,4,17,user,26,0,CPU-Node-45,100,456
2026-01-02 14:46:00,CPU,Medium,72,6,13,admin,31,1,CPU-Node-36,100,377
2026-01-02 14:48:00,GPU,High,58,3,15,user,33,1,GPU-Node-9,93,385
2026-01-02 14:50:00,GPU,Low,76,2,20,user,32,0,GPU-Node-47,100,506
2026-01-02 14:52:00,CPU,High,60,7,9,user,25,1,CPU-Node-50,77,282
2026-01-02 14:54:00,GPU,Low,81,1,13,user,29,1,GPU-Node-22,100,414
2026-01-02 14:56:00,CPU,Medium,74,5,15,user,35,1,CPU-Node-7,100,425
2026-01-02 14:58:00,CPU,High,61,4,12,user,51,1,CPU-Node-6,84,380
2026-01-02 15:00:00,CPU,High,74,5,16,user,15,0,CPU-Node-32,100,444
2026-01-02 15:02:00,CPU,Low,61,1,12,user,40,1,CPU-Node-37,88,317
2026-01-02 15:04:00,CPU,High,66,3,15,admin,34,1,CPU-Node-12,92,404
2026-01-02 15:06:00,CPU,Low,90,9,14,user,26,1,CPU-Node-4,100,444
2026-01-02 15:08:00,CPU,Low,78,2,19,user,19,0,CPU-Node-15,100,454
2026-01-02 15:10:00,CPU,Low,71,8,11,user,26,1,CPU-Node-37,95,343
2026-01-02 15:12:00,CPU,Medium,56,5,9,user,35,1,CPU-Node-34,76,292
2026-01-02 15:14:00,CPU,High,57,8,6,admin,38,1,CPU-Node-33,69,243
2026-01-02 15:16:00,CPU,Low,80,8,14,user,42,1,CPU-Node-34,100,423
2026-01-02 15:18:00,CPU,High,73,12,16,user,33,0,CPU-Node-47,100,439
2026-01-02 15:20:00,CPU,Medium,81,8,15,user,12,1,CPU-Node-17,100,448
2026-01-02 15:22:00,CPU,High,72,5,11,user,11,1,CPU-Node-36,98,331
2026-01-02 15:24:00,CPU,High,70,9,16,user,41,0,CPU-Node-40,99,403
2026-01-02 15:26:00,CPU,Medium,82,10,18,user,16,0,CPU-Node-38,100,499
2026-01-02 15:28:00,CPU,High,73,10,12,user,19,1,CPU-Node-22,98,360
2026-01-02 15:30:00,GPU,Medium,80,3,12,user,30,1,GPU-Node-16,100,395
2026-01-02 15:32:00,CPU,Low,65,7,9,user,37,1,CPU-Node-6,77,295
2026-01-02 15:34:00,CPU,High,68,2,19,user,35,0,CPU-Node-25,100,458
2026-01-02 15:36:00,GPU,High,81,2,19,admin,44,1,GPU-Node-22,100,498
2026-01-02 15:38:00,GPU,High,80,2,14,user,20,1,GPU-Node-15,100,453
2026-01-02 15:40:00,CPU,Low,73,11,10,user,27,1,CPU-Node-10,89,332
2026-01-02 15:42:00,CPU,Medium,64,4,14,user,21,1,CPU-Node-1,93,396
2026-01-02 15:44:00,GPU,Low,85,2,14,user,15,1,GPU-Node-25,100,420
2026-01-02 15:46:00,GPU,Medium,63,0,12,user,30,0,GPU-Node-19,83,344
2026-01-02 15:48:00,GPU,Low,73,2,7,admin,10,1,GPU-Node-21,89,307
2026-01-02 15:50:00,CPU,High,65,7,14,user,38,1,CPU-Node-6,97,390
2026-01-02 15:52:00,CPU,Low,66,9,9,admin,35,1,CPU-Node-34,80,299
2026-01-02 15:54:00,GPU,Medium,70,2,13,user,24,1,GPU-Node-20,93,371
2026-01-02 15:56:00,GPU,High,95,2,16,user,45,0,GPU-Node-45,100,497
2026-01-02 15:58:00,GPU,Low,80,2,15,user,20,1,GPU-Node-11,100,440
2026-01-02 16:00:00,CPU,Medium,71,10,15,user,31,1,CPU-Node-1,100,468
2026-01-02 16:02:00,CPU,Low,61,7,13,admin,29,1,CPU-Node-2,86,372
2026-01-02 16:04:00,CPU,Medium,72,7,15,user,33,1,CPU-Node-45,98,439
2026-01-02 16:06:00,CPU,Low,72,12,12,user,35,1,CPU-Node-23,100,357
2026-01-02 16:08:00,CPU,Medium,80,11,17,user,30,0,CPU-Node-44,100,484
2026-01-02 16:10:00,CPU,Medium,90,7,17,user,33,0,CPU-Node-7,100,454
2026-01-02 16:12:00,CPU,Medium,77,10,12,admin,34,1,CPU-Node-19,100,392
2026-01-02 16:14:00,CPU,High,65,9,13,user,17,1,CPU-Node-27,87,381
2026-01-02 16:16:00,GPU,High,65,1,10,user,40,1,GPU-Node-8,93,316
2026-01-02 16:18:00,CPU,Medium,60,3,10,user,29,1,CPU-Node-32,77,315
2026-01-02 16:20:00,CPU,Medium,64,10,19,user,19,0,CPU-Node-23,100,451
2026-01-02 16:22:00,GPU,Low,80,2,17,user,39,0,GPU-Node-11,100,470
2026-01-02 16:24:00,GPU,High,83,2,16,admin,34,1,GPU-Node-49,100,470
2026-01-02 16:26:00,CPU,Medium,76,3,13,user,5,1,CPU-Node-22,100,406
2026-01-02 16:28:00,GPU,Low,87,2,16,user,19,0,GPU-Node-12,100,461
2026-01-02 16:30:00,GPU,High,72,4,11,user,47,1,GPU-Node-6,94,319
2026-01-02 16:32:00,GPU,High,84,1,18,user,32,0,GPU-Node-18,100,516
2026-01-02 16:34:00,CPU,Medium,100,5,19,user,32,0,CPU-Node-4,100,546
2026-01-02 16:36:00,CPU,Low,76,5,11,user,45,1,CPU-Node-45,100,339
2026-01-02 16:38:00,CPU,Low,68,10,18,user,38,0,CPU-Node-33,100,447
2026-01-02 16:40:00,GPU,Medium,77,3,17,user,34,0,GPU-Node-7,100,465
2026-01-02 16:42:00,CPU,Medium,75,2,10,user,36,1,CPU-Node-15,99,353
2026-01-02 16:44:00,CPU,Low,73,6,13,user,15,1,CPU-Node-34,97,348
2026-01-02 16:46:00,CPU,Medium,73,9,19,user,35,0,CPU-Node-6,100,491
2026-01-02 16:48:00,CPU,Low,91,9,13,user,27,1,CPU-Node-40,100,400
2026-01-02 16:50:00,GPU,Low,71,2,17,user,13,0,GPU-Node-50,100,466
2026-01-02 16:52:00,CPU,Medium,57,9,14,user,29,1,CPU-Node-33,84,397
2026-01-02 16:54:00,CPU,Medium,67,1,14,user,26,1,CPU-Node-44,98,376
2026-01-02 16:56:00,GPU,Low,82,0,16,user,52,0,GPU-Node-26,100,427
2026-01-02 16:58:00,GPU,Medium,70,3,10,admin,24,1,GPU-Node-22,90,336
2026-01-02 17:00:00,CPU,Medium,74,5,14,user,48,1,CPU-Node-42,100,420
2026-01-02 17:02:00,CPU,Medium,84,4,20,user,37,0,CPU-Node-24,100,485
2026-01-02 17:04:00,CPU,High,76,7,12,admin,37,1,CPU-Node-33,100,414
2026-01-02 17:06:00,CPU,Low,77,7,14,user,38,1,CPU-Node-19,100,390
2026-01-02 17:08:00,GPU,High,95,1,25,user,20,0,GPU-Node-41,100,598
2026-01-02 17:10:00,GPU,High,68,1,16,user,38,0,GPU-Node-45,93,431
2026-01-02 17:12:00,CPU,Medium,77,9,13,admin,20,1,CPU-Node-34,98,450
2026-01-02 17:14:00,CPU,Medium,69,6,15,user,36,1,CPU-Node-18,100,442
2026-01-02 17:16:00,CPU,Medium,73,3,21,user,24,0,CPU-Node-37,100,498
2026-01-02 17:18:00,CPU,Low,83,10,17,user,23,0,CPU-Node-14,100,461
2026-01-02 17:20:00,CPU,Medium,84,10,12,user,24,1,CPU-Node-50,100,383
2026-01-02 17:22:00,CPU,High,67,7,13,user,21,1,CPU-Node-14,100,389
2026-01-02 17:24:00,CPU,Low,81,8,15,user,24,1,CPU-Node-2,100,443
2026-01-02 17:26:00,CPU,Low,62,6,9,admin,43,1,CPU-Node-20,86,319
2026-01-02 17:28:00,GPU,Medium,74,2,14,user,36,1,GPU-Node-25,99,409
2026-01-02 17:30:00,GPU,Medium,65,1,10,admin,31,1,GPU-Node-40,91,333
2026-01-02 17:32:00,CPU,Medium,77,9,18,user,18,0,CPU-Node-10,100,506
2026-01-02 17:34:00,CPU,Medium,61,10,9,user,38,1,CPU-Node-21,79,301
2026-01-02 17:36:00,CPU,Low,71,5,13,admin,32,1,CPU-Node-43,90,374
2026-01-02 17:38:00,GPU,Medium,86,2,14,user,39,1,GPU-Node-21,100,437
2026-01-02 17:40:00,GPU,Low,69,1,16,user,68,0,GPU-Node-50,96,426
2026-01-02 17:42:00,GPU,Low,71,1,17,user,22,0,GPU-Node-18,100,458
2026-01-02 17:44:00,CPU,High,76,5,18,user,42,0,CPU-Node-15,100,440
2026-01-02 17:46:00,CPU,Low,68,4,13,user,30,1,CPU-Node-31,95,419
2026-01-02 17:48:00,CPU,High,80,9,14,user,36,1,CPU-Node-15,100,444
2026-01-02 17:50:00,GPU,Medium,62,0,11,user,25,0,GPU-Node-24,91,362
2026-01-02 17:52:00,CPU,Medium,64,7,14,user,26,1,CPU-Node-25,89,380
2026-01-02 17:54:00,GPU,Medium,63,2,18,admin,35,0,GPU-Node-16,100,467
2026-01-02 17:56:00,GPU,Low,68,2,14,user,33,1,GPU-Node-13,95,363
2026-01-02 17:58:00,CPU,High,80,13,15,admin,6,1,CPU-Node-30,100,453
2026-01-02 18:00:00,GPU,Low,50,1,14,user,42,1,GPU-Node-43,71,325
2026-01-02 18:02:00,CPU,High,75,7,16,user,19,0,CPU-Node-23,100,419
2026-01-02 18:04:00,CPU,Low,69,6,14,user,38,1,CPU-Node-28,93,366
2026-01-02 18:06:00,CPU,High,72,5,11,user,13,1,CPU-Node-32,90,336
2026-01-02 18:08:00,CPU,High,88,10,24,admin,43,1,CPU-Node-49,100,550
2026-01-02 18:10:00,GPU,Medium,61,1,17,user,22,0,GPU-Node-23,98,470
2026-01-02 18:12:00,CPU,Low,73,2,15,user,23,1,CPU-Node-13,100,408
2026-01-02 18:14:00,CPU,High,85,8,17,user,17,0,CPU-Node-28,100,462
2026-01-02 18:16:00,CPU,Medium,75,7,15,user,39,1,CPU-Node-47,100,430
2026-01-02 18:18:00,CPU,Low,62,6,14,user,15,1,CPU-Node-17,99,404
2026-01-02 18:20:00,CPU,Low,75,9,16,user,18,0,CPU-Node-35,100,466
2026-01-02 18:22:00,GPU,Medium,86,2,17,user,15,0,GPU-Node-3,100,441
2026-01-02 18:24:00,CPU,Medium,75,6,18,user,31,0,CPU-Node-12,100,454
2026-01-02 18:26:00,CPU,High,69,9,13,user,26,1,CPU-Node-35,99,400
2026-01-02 18:28:00,CPU,High,84,6,14,user,33,1,CPU-Node-32,100,425
2026-01-02 18:30:00,GPU,Medium,77,2,9,user,40,1,GPU-Node-6,92,326
2026-01-02 18:32:00,CPU,Low,76,14,12,user,23,1,CPU-Node-40,99,354
2026-01-02 18:34:00,CPU,Medium,66,10,17,user,25,0,CPU-Node-23,100,441
2026-01-02 18:36:00,GPU,Medium,79,2,12,user,13,1,GPU-Node-46,100,372
2026-01-02 18:38:00,CPU,High,64,6,18,admin,32,1,CPU-Node-36,96,471
2026-01-02 18:40:00,GPU,Medium,67,4,7,user,28,1,GPU-Node-33,96,283
2026-01-02 18:42:00,CPU,High,77,10,15,user,30,1,CPU-Node-42,100,407
2026-01-02 18:44:00,GPU,Low,60,2,6,admin,28,1,GPU-Node-42,74,266
2026-01-02 18:46:00,CPU,Medium,72,5,12,user,32,1,CPU-Node-31,97,390
2026-01-02 18:48:00,CPU,Low,79,10,10,user,29,1,CPU-Node-30,100,344
2026-01-02 18:50:00,CPU,Low,66,9,8,user,28,1,CPU-Node-15,79,305
2026-01-02 18:52:00,GPU,Medium,71,3,13,user,35,1,GPU-Node-9,89,424
2026-01-02 18:54:00,GPU,Medium,79,3,12,user,28,1,GPU-Node-30,100,387
2026-01-02 18:56:00,CPU,Low,78,6,15,user,33,1,CPU-Node-33,100,470
2026-01-02 18:58:00,GPU,High,69,1,16,user,33,0,GPU-Node-4,100,431
2026-01-02 19:00:00,CPU,High,21,11,3,user,37,1,CPU-Node-50,30,100
2026-01-02 19:02:00,CPU,Low,26,3,4,user,42,1,CPU-Node-38,27,145
2026-01-02 19:04:00,CPU,Medium,32,4,9,user,33,1,CPU-Node-31,56,272
2026-01-02 19:06:00,GPU,Medium,33,2,8,user,36,1,GPU-Node-23,52,217
2026-01-02 19:08:00,CPU,Low,28,6,1,user,27,1,CPU-Node-46,32,129
2026-01-02 19:10:00,GPU,High,40,3,9,user,34,1,GPU-Node-8,57,253
2026-01-02 19:12:00,CPU,Medium,43,6,11,user,48,1,CPU-Node-48,58,286
2026-01-02 19:14:00,CPU,Low,28,11,1,user,30,1,CPU-Node-25,35,133
2026-01-02 19:16:00,CPU,Medium,16,7,8,user,36,1,CPU-Node-49,27,178
2026-01-02 19:18:00,CPU,Medium,28,9,5,user,13,1,CPU-Node-6,33,209
2026-01-02 19:20:00,CPU,Medium,24,6,8,user,18,1,CPU-Node-31,33,220
2026-01-02 19:22:00,CPU,Medium,27,9,7,user,6,1,CPU-Node-35,42,204
2026-01-02 19:24:00,CPU,Low,31,6,11,user,42,1,CPU-Node-25,55,249
2026-01-02 19:26:00,GPU,High,38,2,10,user,40,1,GPU-Node-19,58,300
2026-01-02 19:28:00,CPU,High,27,9,13,user,32,1,CPU-Node-31,48,289
2026-01-02 19:30:00,CPU,High,19,6,4,user,26,1,CPU-Node-29,29,127
2026-01-02 19:32:00,CPU,Medium,30,5,11,user,38,1,CPU-Node-23,60,277
2026-01-02 19:34:00,GPU,High,36,1,6,user,23,1,GPU-Node-39,47,218
2026-01-02 19:36:00,GPU,Low,28,1,0,user,32,1,GPU-Node-22,29,122
2026-01-02 19:38:00,CPU,Medium,29,7,4,user,20,1,CPU-Node-33,39,160
2026-01-02 19:40:00,CPU,High,56,4,6,user,33,1,CPU-Node-49,68,256
2026-01-02 19:42:00,GPU,High,28,0,8,user,26,0,GPU-Node-29,48,223
2026-01-02 19:44:00,GPU,Low,36,2,8,user,38,1,GPU-Node-29,55,252
2026-01-02 19:46:00,GPU,Medium,28,3,6,user,42,1,GPU-Node-43,45,187
2026-01-02 19:48:00,CPU,Low,33,5,7,user,23,1,CPU-Node-36,46,222
2026-01-02 19:50:00,GPU,Medium,40,2,15,admin,32,1,GPU-Node-33,68,321
2026-01-02 19:52:00,CPU,High,50,9,13,user,20,1,CPU-Node-17,68,352
2026-01-02 19:54:00,GPU,Medium,29,1,3,user,41,1,GPU-Node-19,36,136
2026-01-02 19:56:00,CPU,Medium,40,6,7,user,25,1,CPU-Node-19,62,246
2026-01-02 19:58:00,CPU,Medium,42,8,6,user,17,1,CPU-Node-31,45,202
2026-01-02 20:00:00,GPU,Medium,32,1,10,user,24,1,GPU-Node-23,52,265
2026-01-02 20:02:00,GPU,High,37,1,12,user,29,1,GPU-Node-36,63,322
2026-01-02 20:04:00,GPU,Low,26,1,7,user,37,1,GPU-Node-4,41,184
2026-01-02 20:06:00,CPU,Low,40,5,7,user,5,1,CPU-Node-6,47,222
2026-01-02 20:08:00,GPU,Low,52,1,14,user,41,1,GPU-Node-28,82,366
2026-01-02 20:10:00,CPU,High,27,7,2,user,28,1,CPU-Node-13,31,142
2026-01-02 20:12:00,CPU,Low,29,3,9,user,34,1,CPU-Node-31,43,254
2026-01-02 20:14:00,CPU,High,41,9,5,user,31,1,CPU-Node-2,58,232
2026-01-02 20:16:00,CPU,Low,13,12,7,user,18,1,CPU-Node-20,20,149
2026-01-02 20:18:00,GPU,Medium,39,1,10,user,26,1,GPU-Node-24,62,257
2026-01-02 20:20:00,GPU,Medium,47,2,11,user,34,1,GPU-Node-20,69,321
2026-01-02 20:22:00,GPU,High,31,1,9,admin,34,1,GPU-Node-15,46,254
2026-01-02 20:24:00,GPU,Medium,23,3,0,user,45,1,GPU-Node-45,25,61
2026-01-02 20:26:00,GPU,High,19,1,3,user,35,1,GPU-Node-42,19,146
2026-01-02 20:28:00,CPU,Low,36,6,8,user,30,1,CPU-Node-6,54,249
2026-01-02 20:30:00,CPU,High,22,6,3,user,35,1,CPU-Node-20,21,131
2026-01-02 20:32:00,CPU,High,44,5,11,admin,42,1,CPU-Node-18,68,314
2026-01-02 20:34:00,CPU,Low,40,12,8,user,35,1,CPU-Node-19,60,250
2026-01-02 20:36:00,GPU,Medium,23,2,4,user,12,1,GPU-Node-45,35,118
2026-01-02 20:38:00,CPU,Low,43,10,1,user,35,1,CPU-Node-27,43,167
2026-01-02 20:40:00,CPU,Medium,29,10,9,user,22,1,CPU-Node-32,47,267
2026-01-02 20:42:00,CPU,Low,48,11,7,user,24,1,CPU-Node-30,46,280
2026-01-02 20:44:00,GPU,Low,38,2,7,user,33,1,GPU-Node-41,53,233
2026-01-02 20:46:00,GPU,High,35,0,13,user,22,0,GPU-Node-22,62,347
2026-01-02 20:48:00,CPU,Low,29,9,4,user,23,1,CPU-Node-19,42,158
2026-01-02 20:50:00,CPU,Medium,45,8,5,admin,27,1,CPU-Node-10,53,224
2026-01-02 20:52:00,CPU,Low,51,7,9,user,24,1,CPU-Node-17,67,266
2026-01-02 20:54:00,CPU,Low,32,10,4,user,42,1,CPU-Node-42,39,170
2026-01-02 20:56:00,GPU,Medium,20,1,6,user,21,1,GPU-Node-1,23,182
2026-01-02 20:58:00,GPU,Low,37,1,7,user,14,1,GPU-Node-38,55,241
2026-01-02 21:00:00,CPU,Medium,16,3,2,user,27,1,CPU-Node-32,19,111
2026-01-02 21:02:00,CPU,Medium,42,8,10,user,36,1,CPU-Node-16,61,278
2026-01-02 21:04:00,GPU,High,17,3,1,user,32,1,GPU-Node-19,26,119
2026-01-02 21:06:00,CPU,Medium,20,8,6,user,13,1,CPU-Node-10,33,167
2026-01-02 21:08:00,CPU,Low,32,7,4,user,25,1,CPU-Node-48,50,132
2026-01-02 21:10:00,CPU,Medium,36,10,5,admin,37,1,CPU-Node-5,41,197
2026-01-02 21:12:00,CPU,High,31,11,5,user,28,1,CPU-Node-46,49,201
2026-01-02 21:14:00,GPU,High,35,2,6,user,24,1,GPU-Node-41,41,195
2026-01-02 21:16:00,GPU,Low,25,3,4,user,42,1,GPU-Node-34,38,176
2026-01-02 21:18:00,CPU,Medium,36,6,6,admin,43,1,CPU-Node-23,42,228
2026-01-02 21:20:00,CPU,High,30,4,7,user,33,1,CPU-Node-30,49,209
2026-01-02 21:22:00,CPU,Low,22,8,7,admin,25,1,CPU-Node-25,34,195
2026-01-02 21:24:00,GPU,Medium,33,2,14,user,49,1,GPU-Node-39,62,306
2026-01-02 21:26:00,CPU,Low,47,8,7,user,33,1,CPU-Node-47,63,232
2026-01-02 21:28:00,CPU,Low,31,6,5,user,22,1,CPU-Node-46,46,221
2026-01-02 21:30:00,GPU,High,27,1,5,user,42,1,GPU-Node-13,37,159
2026-01-02 21:32:00,CPU,High,29,10,4,user,18,1,CPU-Node-11,40,179
2026-01-02 21:34:00,GPU,High,33,1,3,user,37,1,GPU-Node-11,42,159
2026-01-02 21:36:00,GPU,Low,42,2,5,user,52,1,GPU-Node-50,43,202
2026-01-02 21:38:00,CPU,Medium,28,7,6,admin,34,1,CPU-Node-7,32,191
2026-01-02 21:40:00,GPU,Low,33,0,7,admin,17,0,GPU-Node-50,37,177
